shade_url,shade_id,shade_name,rgb,lrv,page_number,temperature,tone,finishes,colour_family,R,G,B
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/into-the-light,BB5000,Into the light,"(196, 200, 224)",59.7,130,Cool,Light,"Matte, Sheen, Gloss",Blues,196,200,224
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/little-lilac,BB5001,Little lilac,"(172, 184, 227)",50.4,130,Cool,Light,"Matte, Sheen, Gloss",Blues,172,184,227
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/cornflowers-are-blue,BB5002,Cornflowers are blue,"(164, 174, 226)",45.6,130,Cool,Midtone,"Matte, Sheen, Gloss",Blues,164,174,226
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/periwinkle-blue,BB5003,Periwinkle blue,"(117, 135, 199)",27.0,130,Cool,Midtone,"Matte, Sheen, Gloss",Blues,117,135,199
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/summer-in-leh,BB5004,Summer in Leh,"(92, 123, 189)",21.7,130,Cool,Midtone,"Matte, Sheen, Gloss",Blues,92,123,189
https://www.birlaopus.com/content/grasimsbirlaopusconsumerwebsite/in/en/colour-catalogue/blue-wall-paint-colours/summer-in-leh,BB5004,Summer in Leh,"(92, 123, 189)",21.7,130,Cool,Midtone,"Matte, Sheen, Gloss",Blues,92,123,189
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/petals-drink-moonlight,BB5005,Petals drink moonlight,"(89, 103, 173)",16.2,130,Cool,Dark,"Matte, Sheen, Gloss",Blues,89,103,173
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/kitchen-grapes,BB5006,Kitchen grapes,"(64, 75, 131)",8.5,130,Cool,Dark,"Matte, Sheen, Gloss",Blues,64,75,131
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/dark-violet-bouquet,BB5007,Dark violet bouquet,"(68, 76, 109)",7.9,130,Cool,Dark,"Matte, Sheen, Gloss",Blues,68,76,109
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/the-clouds-have-shapes,BB5008,The clouds have shapes,"(214, 220, 239)",73.2,131,Cool,Light,"Matte, Sheen, Gloss",Blues,214,220,239
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/powder-blue,BB5009,Powder blue,"(181, 191, 217)",53.6,131,Cool,Light,"Matte, Sheen, Gloss",Blues,181,191,217
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-cool-plunge,BB5010,A cool plunge,"(158, 172, 209)",42.7,131,Cool,Light,"Matte, Sheen, Gloss",Blues,158,172,209
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-guilty-bouquet,BB5011,A guilty bouquet,"(149, 165, 198)",38.6,131,Cool,Midtone,"Matte, Sheen, Gloss",Blues,149,165,198
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/old-lineage,BB5012,Old lineage,"(128, 152, 186)",32.0,131,Cool,Midtone,"Matte, Sheen, Gloss",Blues,128,152,186
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/soft-cobalt,BB5013,Soft cobalt,"(111, 135, 184)",25.7,131,Cool,Midtone,"Matte, Sheen, Gloss",Blues,111,135,184
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/men-in-blue,BB5014,Men in blue,"(86, 117, 168)",18.7,131,Cool,Midtone,"Matte, Sheen, Gloss",Blues,86,117,168
https://www.birlaopus.com/content/grasimsbirlaopusconsumerwebsite/in/en/colour-catalogue/blue-wall-paint-colours/men-in-blue,BB5014,Men in blue,"(86, 117, 168)",18.7,131,Cool,Midtone,"Matte, Sheen, Gloss",Blues,86,117,168
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-dinner-obligation,BB5015,A dinner obligation,"(72, 82, 125)",9.5,131,Cool,Dark,"Matte, Sheen, Gloss",Blues,72,82,125
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/careless-whisper,BB5016,Careless whisper,"(202, 207, 225)",63.5,132,Cool,Light,"Matte, Sheen, Gloss",Blues,202,207,225
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/daisy-blue,BB5017,Daisy blue,"(195, 206, 231)",62.9,132,Cool,Light,"Matte, Sheen, Gloss",Blues,195,206,231
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/dusky-indigo,BB5018,Dusky indigo,"(182, 195, 226)",55.8,132,Cool,Light,"Matte, Sheen, Gloss",Blues,182,195,226
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/mouthful-of-sky,BB5019,Mouthful of sky,"(160, 175, 210)",44.1,132,Cool,Light,"Matte, Sheen, Gloss",Blues,160,175,210
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/edge-of-the-sea,BB5020,Edge of the sea,"(137, 151, 183)",31.9,132,Cool,Midtone,"Matte, Sheen, Gloss",Blues,137,151,183
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/old-ink-pen,BB5021,Old ink pen,"(110, 120, 159)",20.1,132,Cool,Midtone,"Matte, Sheen, Gloss",Blues,110,120,159
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/school-colours,BB5022,School colours,"(89, 107, 147)",15.7,132,Cool,Dark,"Matte, Sheen, Gloss",Blues,89,107,147
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/blueberry-jam,BB5023,Blueberry jam,"(68, 90, 129)",10.9,132,Cool,Dark,"Matte, Sheen, Gloss",Blues,68,90,129
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/vanilla-sky,BB5024,Vanilla sky,"(203, 206, 224)",63.6,133,Cool,Light,"Matte, Sheen, Gloss",Blues,203,206,224
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/faint-blue,BB5025,Faint blue,"(180, 191, 215)",53.1,133,Cool,Light,"Matte, Sheen, Gloss",Blues,180,191,215
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/nawab-s-swan-song,BB5026,Nawab's swan song,"(140, 152, 180)",32.4,133,Cool,Midtone,"Matte, Sheen, Gloss",Blues,140,152,180
https://www.birlaopus.com/content/grasimsbirlaopusconsumerwebsite/in/en/colour-catalogue/blue-wall-paint-colours/nawab-s-swan-song,BB5026,Nawab's swan song,"(140, 152, 180)",32.4,133,Cool,Midtone,"Matte, Sheen, Gloss",Blues,140,152,180
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/roughly-hewn,BB5027,Roughly hewn,"(134, 146, 183)",30.0,133,Cool,Midtone,"Matte, Sheen, Gloss",Blues,134,146,183
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/historical-fiction,BB5028,Historical fiction,"(111, 129, 164)",22.6,133,Cool,Midtone,"Matte, Sheen, Gloss",Blues,111,129,164
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/recipes-in-letters,BB5029,Recipes in letters,"(107, 120, 155)",19.8,133,Cool,Midtone,"Matte, Sheen, Gloss",Blues,107,120,155
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/sealed-with-a-kiss,BB5030,Sealed with a kiss,"(101, 116, 149)",18.2,133,Cool,Dark,"Matte, Sheen, Gloss",Blues,101,116,149
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/i-hear-thunder,BB5031,I hear thunder,"(67, 78, 107)",8.2,133,Cool,Dark,"Matte, Sheen, Gloss",Blues,67,78,107
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/poems-before-breakfast,BB5032,Poems before breakfast,"(222, 228, 239)",77.9,134,Cool,Light,"Matte, Sheen, Gloss",Blues,222,228,239
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/breezy-ripples,BB5033,Breezy ripples,"(208, 209, 223)",65.4,134,Cool,Light,"Matte, Sheen, Gloss",Blues,208,209,223
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-winter-song,BB5034,A winter song,"(189, 194, 212)",54.9,134,Cool,Light,"Matte, Sheen, Gloss",Blues,189,194,212
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/evening-pearls,BB5035,Evening pearls,"(166, 173, 192)",42.7,134,Cool,Light,"Matte, Sheen, Gloss",Blues,166,173,192
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/berries-on-pancake,BB5036,Berries on pancake,"(157, 165, 185)",38.3,134,Cool,Midtone,"Matte, Sheen, Gloss",Blues,157,165,185
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/bombay-monsoon,BB5037,Bombay monsoon,"(123, 136, 160)",25.0,134,Cool,Midtone,"Matte, Sheen, Gloss",Blues,123,136,160
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/sing-to-me-softly,BB5038,Sing to me softly,"(96, 116, 140)",17.6,134,Cool,Dark,"Matte, Sheen, Gloss",Blues,96,116,140
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/souza-s-night,BB5039,Souza's night,"(69, 87, 112)",9.8,134,Cool,Dark,"Matte, Sheen, Gloss",Blues,69,87,112
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/nearly-blue,BB5040,Nearly blue,"(219, 223, 233)",74.3,135,Cool,Light,"Matte, Sheen, Gloss",Blues,219,223,233
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/fog-in-the-hills,BB5041,Fog in the hills,"(199, 204, 216)",61.1,135,Cool,Light,"Matte, Sheen, Gloss",Blues,199,204,216
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/essence-of-jasmine,BB5042,Essence of jasmine,"(184, 194, 215)",55.0,135,Cool,Light,"Matte, Sheen, Gloss",Blues,184,194,215
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/overcast,BB5043,Overcast,"(143, 157, 183)",34.5,135,Cool,Midtone,"Matte, Sheen, Gloss",Blues,143,157,183
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/robin-s-song,BB5044,Robin's song,"(93, 111, 139)",16.4,135,Cool,Dark,"Matte, Sheen, Gloss",Blues,93,111,139
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/falling-darkness,BB5045,Falling darkness,"(87, 110, 139)",15.7,135,Cool,Dark,"Matte, Sheen, Gloss",Blues,87,110,139
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/kutchi-night,BB5046,Kutchi night,"(77, 93, 127)",11.5,135,Cool,Dark,"Matte, Sheen, Gloss",Blues,77,93,127
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/middle-of-the-monsoon,BB5047,Middle of the monsoon,"(65, 76, 99)",7.5,135,Cool,Dark,"Matte, Sheen, Gloss",Blues,65,76,99
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-spoonful-of-dream,BB5048,A spoonful of dream,"(206, 216, 236)",69.9,136,Cool,Light,"Matte, Sheen, Gloss",Blues,206,216,236
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/ruffled-cloud,BB5049,Ruffled cloud,"(185, 203, 238)",61.2,136,Cool,Light,"Matte, Sheen, Gloss",Blues,185,203,238
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/december-mornings,BB5050,December mornings,"(167, 191, 230)",52.8,136,Cool,Light,"Matte, Sheen, Gloss",Blues,167,191,230
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-curling-river,BB5051,A curling river,"(152, 181, 227)",47.5,136,Cool,Light,"Matte, Sheen, Gloss",Blues,152,181,227
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/fictitious,BB5052,Fictitious,"(120, 153, 212)",33.6,136,Cool,Midtone,"Matte, Sheen, Gloss",Blues,120,153,212
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/ice-hockey,BB5053,Ice hockey,"(98, 130, 192)",24.1,136,Cool,Midtone,"Matte, Sheen, Gloss",Blues,98,130,192
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/flaneurs-thrive-in-cities,BB5054,Flaneurs thrive in cities,"(67, 99, 147)",13.3,136,Cool,Dark,"Matte, Sheen, Gloss",Blues,67,99,147
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/frozen-rivers,BB5055,Frozen rivers,"(56, 86, 142)",10.4,136,Cool,Dark,"Matte, Sheen, Gloss",Blues,56,86,142
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/spring-in-himachal,BB5056,Spring in Himachal,"(208, 217, 230)",69.5,137,Cool,Light,"Matte, Sheen, Gloss",Blues,208,217,230
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-cloud-survey,BB5057,A cloud survey,"(177, 196, 222)",55.7,137,Cool,Light,"Matte, Sheen, Gloss",Blues,177,196,222
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/before-yesterday,BB5058,Before yesterday,"(139, 173, 212)",41.8,137,Cool,Light,"Matte, Sheen, Gloss",Blues,139,173,212
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-vial-of-sighs,BB5059,A vial of sighs,"(121, 149, 193)",31.1,137,Cool,Midtone,"Matte, Sheen, Gloss",Blues,121,149,193
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/preordained-blues,BB5060,Preordained blues,"(85, 124, 190)",21.9,137,Cool,Midtone,"Matte, Sheen, Gloss",Blues,85,124,190
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/it-dawned-on-me,BB5061,It dawned on me,"(72, 111, 177)",17.4,137,Cool,Dark,"Matte, Sheen, Gloss",Blues,72,111,177
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/frozen-night,BB5062,Frozen night,"(57, 79, 136)",9.2,137,Cool,Dark,"Matte, Sheen, Gloss",Blues,57,79,136
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/midnight-sky,BB5063,Midnight sky,"(64, 75, 105)",7.6,137,Cool,Dark,"Matte, Sheen, Gloss",Blues,64,75,105
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-meaningful-silence,BB5064,A meaningful silence,"(207, 216, 234)",69.5,138,Cool,Light,"Matte, Sheen, Gloss",Blues,207,216,234
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/goan-fishing-boat,BB5065,Goan fishing boat,"(195, 209, 232)",64.4,138,Cool,Light,"Matte, Sheen, Gloss",Blues,195,209,232
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/clear-summer-sky,BB5066,Clear summer sky,"(166, 191, 225)",52.8,138,Cool,Light,"Matte, Sheen, Gloss",Blues,166,191,225
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/forgotten-summer,BB5067,Forgotten summer,"(107, 143, 198)",28.4,138,Cool,Midtone,"Matte, Sheen, Gloss",Blues,107,143,198
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/vacant-verandas,BB5068,Vacant verandas,"(70, 129, 195)",23.0,138,Cool,Midtone,"Matte, Sheen, Gloss",Blues,70,129,195
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-windy-evening,BB5069,A windy evening,"(54, 110, 176)",16.7,138,Cool,Dark,"Matte, Sheen, Gloss",Blues,54,110,176
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/most-birds-are-blue,BB5070,Most birds are blue,"(36, 92, 155)",11.8,138,Cool,Dark,"Matte, Sheen, Gloss",Blues,36,92,155
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/jaipur-pottery,BB5071,Jaipur pottery,"(50, 87, 149)",10.8,138,Cool,Dark,"Matte, Sheen, Gloss",Blues,50,87,149
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/embroidered-hankies,BB5072,Embroidered hankies,"(195, 217, 239)",69.0,139,Cool,Light,"Matte, Sheen, Gloss",Blues,195,217,239
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/eternally-elegant,BB5073,Eternally elegant,"(164, 203, 238)",58.6,139,Cool,Light,"Matte, Sheen, Gloss",Blues,164,203,238
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/moon-water,BB5074,Moon water,"(140, 186, 232)",48.8,139,Cool,Midtone,"Matte, Sheen, Gloss",Blues,140,186,232
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/by-the-lakeside,BB5075,By the lakeside,"(116, 168, 216)",38.7,139,Cool,Midtone,"Matte, Sheen, Gloss",Blues,116,168,216
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/sunbirds-flit-past,BB5076,Sunbirds flit past,"(76, 140, 209)",27.1,139,Cool,Midtone,"Matte, Sheen, Gloss",Blues,76,140,209
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-drink-of-water,BB5077,A drink of water,"(55, 117, 191)",19.3,139,Cool,Midtone,"Matte, Sheen, Gloss",Blues,55,117,191
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/tranquil-pools,BB5078,Tranquil pools,"(0, 102, 169)",14.1,139,Cool,Dark,"Matte, Sheen, Gloss",Blues,0,102,169
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/cobalt-dreams,BB5079,Cobalt dreams,"(43, 100, 160)",13.5,139,Cool,Dark,"Matte, Sheen, Gloss",Blues,43,100,160
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/snowed-in,BB5080,Snowed in,"(202, 219, 233)",70.4,140,Cool,Light,"Matte, Sheen, Gloss",Blues,202,219,233
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/winter-eden,BB5081,Winter Eden,"(193, 219, 241)",69.8,140,Cool,Light,"Matte, Sheen, Gloss",Blues,193,219,241
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/ballroom-in-goa,BB5082,Ballroom in Goa,"(170, 197, 224)",55.5,140,Cool,Light,"Matte, Sheen, Gloss",Blues,170,197,224
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/betty-blue-eyes,BB5083,Betty blue eyes,"(155, 190, 230)",51.6,140,Cool,Light,"Matte, Sheen, Gloss",Blues,155,190,230
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/reading-in-the-dark,BB5084,Reading in the dark,"(92, 156, 214)",33.2,140,Cool,Midtone,"Matte, Sheen, Gloss",Blues,92,156,214
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/inkwell-blue,BB5085,Inkwell blue,"(1, 113, 182)",17.2,140,Cool,Dark,"Matte, Sheen, Gloss",Blues,1,113,182
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/dear-diary,BB5086,Dear diary,"(15, 94, 155)",11.9,140,Cool,Dark,"Matte, Sheen, Gloss",Blues,15,94,155
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/perfectly-honest,BB5087,Perfectly honest,"(47, 83, 137)",9.6,140,Cool,Dark,"Matte, Sheen, Gloss",Blues,47,83,137
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/one-day-i-will,BB5088,One day I will,"(187, 210, 225)",63.3,141,Cool,Light,"Matte, Sheen, Gloss",Blues,187,210,225
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/modest-blue,BB5089,Modest blue,"(178, 209, 234)",62.7,141,Cool,Light,"Matte, Sheen, Gloss",Blues,178,209,234
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/easy-hope,BB5090,Easy hope,"(146, 201, 235)",55.9,141,Cool,Light,"Matte, Sheen, Gloss",Blues,146,201,235
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/bottle-fly-blue,BB5091,Bottle fly blue,"(103, 178, 222)",42.3,141,Cool,Midtone,"Matte, Sheen, Gloss",Blues,103,178,222
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/song-by-the-window,BB5092,Song by the window,"(58, 166, 212)",35.4,141,Cool,Midtone,"Matte, Sheen, Gloss",Blues,58,166,212
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/fish-float-past,BB5093,Fish float past,"(30, 142, 192)",25.5,141,Cool,Midtone,"Matte, Sheen, Gloss",Blues,30,142,192
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/too-cool-for-school,BB5094,Too cool for school,"(0, 123, 188)",19.7,141,Cool,Midtone,"Matte, Sheen, Gloss",Blues,0,123,188
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/otherworldly-blue,BB5095,Otherworldly blue,"(16, 107, 157)",14.4,141,Cool,Dark,"Matte, Sheen, Gloss",Blues,16,107,157
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/notting-hill,BB5096,Notting hill,"(203, 221, 233)",71.2,142,Cool,Light,"Matte, Sheen, Gloss",Blues,203,221,233
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/moon-blue,BB5097,Moon blue,"(187, 212, 227)",64.2,142,Cool,Light,"Matte, Sheen, Gloss",Blues,187,212,227
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/unnamed-haiku,BB5098,Unnamed haiku,"(162, 198, 229)",55.5,142,Cool,Light,"Matte, Sheen, Gloss",Blues,162,198,229
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/dream-a-little-dream,BB5099,Dream a little dream,"(132, 178, 210)",43.4,142,Cool,Light,"Matte, Sheen, Gloss",Blues,132,178,210
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/forget-me-nots,BB5100,Forget-me-nots,"(109, 155, 196)",32.5,142,Cool,Midtone,"Matte, Sheen, Gloss",Blues,109,155,196
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/champas-at-mid-night,BB5101,Champas at mid-night,"(80, 111, 146)",16.0,142,Cool,Dark,"Matte, Sheen, Gloss",Blues,80,111,146
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-slice-of-river,BB5102,A slice of river,"(42, 80, 121)",8.3,142,Cool,Dark,"Matte, Sheen, Gloss",Blues,42,80,121
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/will-it-rain,BB5103,Will it rain?,"(56, 66, 89)",5.8,142,Cool,Dark,"Matte, Sheen, Gloss",Blues,56,66,89
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/harps-in-heaven,BB5104,Harps in heaven,"(215, 229, 237)",77.3,143,Cool,Light,"Matte, Sheen, Gloss",Blues,215,229,237
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/zanskar-ice,BB5105,Zanskar ice,"(193, 216, 235)",67.6,143,Cool,Light,"Matte, Sheen, Gloss",Blues,193,216,235
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/sea-of-stories,BB5106,Sea of stories,"(167, 191, 208)",50.9,143,Cool,Light,"Matte, Sheen, Gloss",Blues,167,191,208
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/ink-drops-in-water,BB5107,Ink drops in water,"(132, 163, 189)",36.0,143,Cool,Midtone,"Matte, Sheen, Gloss",Blues,132,163,189
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/tiles-in-porto,BB5108,Tiles in Porto,"(104, 144, 176)",27.2,143,Cool,Midtone,"Matte, Sheen, Gloss",Blues,104,144,176
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/letters-from-home,BB5109,Letters from home,"(71, 129, 171)",21.4,143,Cool,Midtone,"Matte, Sheen, Gloss",Blues,71,129,171
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/pond-pebbles,BB5110,Pond pebbles,"(81, 120, 157)",18.6,143,Cool,Midtone,"Matte, Sheen, Gloss",Blues,81,120,157
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/salvador-do-mundo,BB5111,Salvador do Mundo,"(62, 100, 145)",13.1,143,Cool,Dark,"Matte, Sheen, Gloss",Blues,62,100,145
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/yesterday-s-dream,BB5112,Yesterday's dream,"(188, 204, 225)",60.6,144,Cool,Light,"Matte, Sheen, Gloss",Blues,188,204,225
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/diana-s-eyes,BB5113,Diana's eyes,"(177, 197, 222)",56.2,144,Cool,Light,"Matte, Sheen, Gloss",Blues,177,197,222
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/road-trip-to-nilgiris,BB5114,Road trip to Nilgiris,"(145, 175, 205)",42.4,144,Cool,Light,"Matte, Sheen, Gloss",Blues,145,175,205
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/hope,BB5115,Hope,"(134, 163, 193)",36.5,144,Cool,Midtone,"Matte, Sheen, Gloss",Blues,134,163,193
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/drooping-orchids,BB5116,Drooping orchids,"(110, 144, 179)",27.9,144,Cool,Midtone,"Matte, Sheen, Gloss",Blues,110,144,179
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/fairly-conservative,BB5117,Fairly conservative,"(86, 120, 154)",18.7,144,Cool,Midtone,"Matte, Sheen, Gloss",Blues,86,120,154
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/kingfisher-in-the-garden,BB5118,Kingfisher in the garden,"(57, 92, 139)",11.3,144,Cool,Dark,"Matte, Sheen, Gloss",Blues,57,92,139
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/a-cup-of-storm-cloud,BB5119,A cup of storm cloud,"(60, 84, 112)",9.0,144,Cool,Dark,"Matte, Sheen, Gloss",Blues,60,84,112
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/zagreb-skies,BB5120,Zagreb skies,"(212, 225, 237)",75.2,145,Cool,Light,"Matte, Sheen, Gloss",Blues,212,225,237
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/postcard-from-nainital,BB5121,Postcard from Nainital,"(182, 206, 229)",61.1,145,Cool,Light,"Matte, Sheen, Gloss",Blues,182,206,229
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/midnight-jazz,BB5122,Midnight jazz,"(170, 202, 236)",58.7,145,Cool,Light,"Matte, Sheen, Gloss",Blues,170,202,236
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/comfort-zone,BB5123,Comfort zone,"(111, 154, 192)",31.7,145,Cool,Midtone,"Matte, Sheen, Gloss",Blues,111,154,192
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/ferry-to-panjim,BB5124,Ferry to Panjim,"(86, 126, 173)",21.3,145,Cool,Midtone,"Matte, Sheen, Gloss",Blues,86,126,173
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/before-night-comes,BB5125,Before night comes,"(49, 86, 123)",9.6,145,Cool,Dark,"Matte, Sheen, Gloss",Blues,49,86,123
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/swimming-elephants,BB5126,Swimming elephants,"(63, 89, 122)",10.3,145,Cool,Dark,"Matte, Sheen, Gloss",Blues,63,89,122
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/closed-windows,BB5127,Closed windows,"(54, 79, 107)",7.9,145,Cool,Dark,"Matte, Sheen, Gloss",Blues,54,79,107
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/birdsong-follows,BB5128,Birdsong follows,"(226, 233, 243)",81.9,146,Cool,Light,"Matte, Sheen, Gloss",Blues,226,233,243
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/cold-winter-kiss,BB5129,Cold winter kiss,"(209, 216, 231)",69.6,146,Cool,Light,"Matte, Sheen, Gloss",Blues,209,216,231
https://www.birlaopus.com/colour-catalogue/blue-wall-paint-colours/first-rain,BB5130,First rain,"(177, 194, 213)",53.7,146,Cool,Light,"Matte, Sheen, Gloss",Blues,177,194,213
